route,date,daytype,rides,year,month,day,day_of_week,is_weekend,season,route_encoded,TMAX,TMIN,PRCP,SNOW,AWND,is_rainy,is_snowy,rides_lag_1,rides_lag_7,rides_rolling_7,high_load
49B,2025-02-27,W,3659,2025,2,27,3,0,0,94,0.0,0.0,0.0,0.0,0.0,0,0,4289.0,3907.0,3686.142857142857,0
62,2016-07-09,A,6989,2016,7,9,5,1,2,115,15.0,5.0,0.0,0.0,10.0,0,0,10363.0,7099.0,8395.142857142857,0
18,2017-12-07,W,4053,2017,12,7,3,0,0,54,15.0,5.0,0.0,0.0,10.0,0,0,3715.0,4242.0,3674.857142857143,1
49B,2004-10-25,W,4622,2004,10,25,0,0,3,94,15.0,5.0,0.0,0.0,10.0,0,0,2303.0,4459.0,4093.857142857143,0
54B,2007-07-13,W,4155,2007,7,13,4,0,2,105,15.0,5.0,0.0,0.0,10.0,0,0,3611.0,4359.0,3514.1428571428573,1
31,2025-03-07,W,657,2025,3,7,4,0,1,78,0.0,0.0,0.0,0.0,0.0,0,0,870.0,867.0,802.7142857142857,1
126,2020-06-17,W,2474,2020,6,17,2,0,2,21,0.0,0.0,0.0,0.0,0.0,0,0,2190.0,2122.0,1751.7142857142858,0
30,2023-03-20,W,1755,2023,3,20,0,0,1,77,0.0,0.0,0.0,0.0,0.0,0,0,437.0,1625.0,1361.0,0
125,2010-10-19,W,2230,2010,10,19,1,0,3,20,15.0,5.0,0.0,0.0,10.0,0,0,2041.0,1907.0,2019.7142857142856,1
92,2002-12-18,W,8801,2002,12,18,2,0,0,155,15.0,5.0,0.0,0.0,10.0,0,0,9093.0,8805.0,6811.142857142857,1
88,2021-03-24,W,526,2021,3,24,2,0,1,149,0.0,0.0,0.0,0.0,0.0,0,0,533.0,474.0,395.4285714285714,0
172,2002-02-13,W,1674,2002,2,13,2,0,0,51,15.0,5.0,0.0,0.0,10.0,0,0,1655.0,1613.0,1163.2857142857142,1
94,2001-08-29,W,9451,2001,8,29,2,0,2,157,15.0,5.0,0.0,0.0,10.0,0,0,10060.0,9526.0,8130.714285714285,1
9,2022-12-09,W,10374,2022,12,9,4,0,0,151,0.0,0.0,0.0,0.0,0.0,0,0,11155.0,12385.0,10880.285714285714,0
78,2014-12-31,W,4990,2014,12,31,2,0,0,137,15.0,5.0,0.0,0.0,10.0,0,0,6264.0,4878.0,4531.571428571428,0
169,2018-11-06,W,105,2018,11,6,1,0,3,47,15.0,5.0,0.0,0.0,10.0,0,0,15.0,65.0,96.14285714285714,0
93,2016-12-09,W,3627,2016,12,9,4,0,0,156,15.0,5.0,0.0,0.0,10.0,0,0,3251.0,3679.0,3305.0,1
66,2023-05-14,U,8059,2023,5,14,6,1,1,123,0.0,0.0,0.0,0.0,0.0,0,0,10610.0,9390.0,13744.857142857143,0
5,2017-08-23,W,438,2017,8,23,2,0,2,95,15.0,5.0,0.0,0.0,10.0,0,0,412.0,417.0,441.57142857142856,0
123,2012-09-05,W,376,2012,9,5,2,0,3,18,15.0,5.0,0.0,0.0,10.0,0,0,355.0,274.0,290.57142857142856,0
54B,2010-01-21,W,2921,2010,1,21,3,0,0,105,15.0,5.0,0.0,0.0,10.0,0,0,3169.0,3084.0,3053.1428571428573,0
34,2011-10-24,W,6678,2011,10,24,0,0,3,80,15.0,5.0,0.0,0.0,10.0,0,0,3964.0,6778.0,6064.142857142857,1
64,2008-01-28,W,186,2008,1,28,0,0,0,119,15.0,5.0,0.0,0.0,10.0,0,0,184.0,415.0,201.14285714285717,0
73,2009-02-20,W,6127,2009,2,20,4,0,0,132,15.0,5.0,0.0,0.0,10.0,0,0,6260.0,5420.0,4621.714285714285,1
148,2005-06-08,W,1498,2005,6,8,2,0,2,37,15.0,5.0,0.0,0.0,10.0,0,0,1478.0,1804.0,1575.571428571429,0
95E,2011-01-20,W,5047,2011,1,20,3,0,0,159,15.0,5.0,0.0,0.0,10.0,0,0,5342.0,4647.0,3939.714285714286,0
39,2022-11-16,W,1141,2022,11,16,2,0,3,85,0.0,0.0,0.0,0.0,0.0,0,0,1250.0,1276.0,1041.571428571429,0
169,2004-10-07,W,76,2004,10,7,3,0,3,47,15.0,5.0,0.0,0.0,10.0,0,0,88.0,383.0,315.57142857142856,0
5,2020-11-08,U,170,2020,11,8,6,1,3,95,0.0,0.0,0.0,0.0,0.0,0,0,183.0,148.0,178.85714285714286,0
X28,2004-12-06,W,197,2004,12,6,0,0,0,178,15.0,5.0,0.0,0.0,10.0,0,0,49.0,27.0,205.7142857142857,0
X99,2004-07-14,W,200,2004,7,14,2,0,2,187,15.0,5.0,0.0,0.0,10.0,0,0,324.0,181.0,176.14285714285714,0
121,2022-06-30,W,162,2022,6,30,3,0,2,16,0.0,0.0,0.0,0.0,0.0,0,0,195.0,196.0,175.14285714285714,0
47,2019-07-20,A,5976,2019,7,20,5,1,2,90,0.0,0.0,0.0,0.0,0.0,0,0,8584.0,6380.0,7558.142857142857,0
108,2001-10-01,W,3561,2001,10,1,0,0,3,7,15.0,5.0,0.0,0.0,10.0,0,0,2701.0,3496.0,3294.428571428572,1
119,2012-11-20,W,6481,2012,11,20,1,0,3,13,15.0,5.0,0.0,0.0,10.0,0,0,6027.0,5865.0,5657.142857142857,1
119,2009-07-31,W,6782,2009,7,31,4,0,2,13,15.0,5.0,0.0,0.0,10.0,0,0,5772.0,6459.0,5462.428571428572,1
54,2015-09-13,U,6885,2015,9,13,6,1,3,103,15.0,5.0,0.0,0.0,10.0,0,0,9123.0,7281.0,10334.714285714286,0
62H,2023-06-28,W,810,2023,6,28,2,0,2,116,0.0,0.0,0.0,0.0,0.0,0,0,1160.0,781.0,793.5714285714286,0
90,2010-06-11,W,5454,2010,6,11,4,0,2,152,15.0,5.0,0.0,0.0,10.0,0,0,5288.0,5422.0,4687.857142857143,1
108,2001-06-08,W,2805,2001,6,8,4,0,2,7,15.0,5.0,0.0,0.0,10.0,0,0,2620.0,3225.0,2855.1428571428573,1
8A,2008-03-23,U,1796,2008,3,23,6,1,1,150,15.0,5.0,0.0,0.0,10.0,0,0,2842.0,2274.0,2722.285714285714,0
29,2021-08-19,W,6035,2021,8,19,3,0,2,73,0.0,0.0,0.0,0.0,0.0,0,0,5310.0,5010.0,4963.428571428572,0
169,2006-06-26,W,206,2006,6,26,0,0,2,47,15.0,5.0,0.0,0.0,10.0,0,0,35.0,225.0,189.14285714285717,0
129,2010-11-12,W,1083,2010,11,12,4,0,3,24,15.0,5.0,0.0,0.0,10.0,0,0,828.0,1365.0,1222.7142857142858,0
79,2017-03-05,U,14251,2017,3,5,6,1,1,138,15.0,5.0,0.0,0.0,10.0,0,0,18616.0,14094.0,23352.85714285714,0
N201,2012-10-12,W,37,2012,10,12,4,0,3,166,15.0,5.0,0.0,0.0,10.0,0,0,32.0,20.0,33.857142857142854,0
73,2018-05-04,W,5818,2018,5,4,4,0,1,132,15.0,5.0,0.0,0.0,10.0,0,0,5810.0,5669.0,4822.142857142857,1
34,2010-07-01,W,6161,2010,7,1,3,0,2,80,15.0,5.0,0.0,0.0,10.0,0,0,5663.0,5310.0,4928.857142857143,1
56A,2004-06-09,W,859,2004,6,9,2,0,2,110,15.0,5.0,0.0,0.0,10.0,0,0,944.0,905.0,787.1428571428571,0
120,2011-05-23,W,759,2011,5,23,0,0,1,15,15.0,5.0,0.0,0.0,10.0,0,0,589.0,923.0,793.8571428571429,0
143,2019-02-25,W,1831,2019,2,25,0,0,0,32,15.0,5.0,0.0,0.0,10.0,0,0,1706.0,1928.0,1722.571428571429,1
75,2015-02-12,W,7304,2015,2,12,3,0,0,134,15.0,5.0,0.0,0.0,10.0,0,0,8896.0,7320.0,7290.142857142857,1
88,2005-09-22,W,1875,2005,9,22,3,0,3,149,15.0,5.0,0.0,0.0,10.0,0,0,1804.0,1694.0,1709.571428571429,1
56A,2005-08-12,W,864,2005,8,12,4,0,2,110,15.0,5.0,0.0,0.0,10.0,0,0,659.0,788.0,775.2857142857143,0
97,2025-10-30,W,2299,2025,10,30,3,0,3,162,0.0,0.0,0.0,0.0,0.0,0,0,2445.0,2231.0,2022.2857142857144,0
52A,2011-08-11,W,4762,2011,8,11,3,0,2,99,15.0,5.0,0.0,0.0,10.0,0,0,4719.0,4875.0,3991.0,1
157,2004-12-29,W,2690,2004,12,29,2,0,0,44,15.0,5.0,0.0,0.0,10.0,0,0,2335.0,2694.0,2243.0,0
132,2014-12-23,W,146,2014,12,23,1,0,0,26,15.0,5.0,0.0,0.0,10.0,0,0,206.0,234.0,258.42857142857144,0
11,2008-01-31,W,5783,2008,1,31,3,0,0,8,15.0,5.0,0.0,0.0,10.0,0,0,5651.0,5043.0,4427.285714285715,1
94,2008-04-11,W,10143,2008,4,11,4,0,1,157,15.0,5.0,0.0,0.0,10.0,0,0,10532.0,10915.0,9584.857142857143,1
132,2011-03-22,W,381,2011,3,22,1,0,1,26,15.0,5.0,0.0,0.0,10.0,0,0,442.0,269.0,379.0,1
76,2009-04-10,W,9817,2009,4,10,4,0,1,135,15.0,5.0,0.0,0.0,10.0,0,0,11947.0,12317.0,10012.42857142857,0
152,2013-02-22,W,10451,2013,2,22,4,0,0,40,15.0,5.0,0.0,0.0,10.0,0,0,10391.0,10916.0,8561.57142857143,1
33,2007-10-01,W,755,2007,10,1,0,0,3,79,15.0,5.0,0.0,0.0,10.0,0,0,627.0,1466.0,794.2857142857143,0
53,2013-07-05,W,18024,2013,7,5,4,0,2,100,15.0,5.0,0.0,0.0,10.0,0,0,12484.0,20213.0,17147.714285714286,0
87,2020-05-28,W,5222,2020,5,28,3,0,1,148,0.0,0.0,0.0,0.0,0.0,0,0,4202.0,4890.0,4209.571428571428,0
7,2025-02-04,W,5587,2025,2,4,1,0,0,128,0.0,0.0,0.0,0.0,0.0,0,0,4678.0,4253.0,4992.428571428572,0
20,2020-05-27,W,6115,2020,5,27,2,0,1,58,0.0,0.0,0.0,0.0,0.0,0,0,7686.0,6638.0,6555.857142857143,0
52,2023-04-27,W,6615,2023,4,27,3,0,1,98,0.0,0.0,0.0,0.0,0.0,0,0,6624.0,6530.0,5519.428571428572,0
59,2024-01-30,W,2176,2024,1,30,1,0,0,112,0.0,0.0,0.0,0.0,0.0,0,0,2360.0,2207.0,2163.0,0
49A,2004-08-11,W,644,2004,8,11,2,0,2,93,15.0,5.0,0.0,0.0,10.0,0,0,498.0,401.0,528.4285714285714,0
86,2020-01-20,W,820,2020,1,20,0,0,0,147,0.0,0.0,0.0,0.0,0.0,0,0,1844.0,2103.0,2435.5714285714284,0
115,2015-05-16,A,2420,2015,5,16,5,1,1,12,15.0,5.0,0.0,0.0,10.0,0,0,4277.0,2326.0,3767.142857142857,0
65,2013-08-21,W,9109,2013,8,21,2,0,2,122,15.0,5.0,0.0,0.0,10.0,0,0,8170.0,8900.0,7576.285714285715,1
146,2013-12-02,W,14361,2013,12,2,0,0,0,35,15.0,5.0,0.0,0.0,10.0,0,0,7823.0,13791.0,11871.857142857143,1
172,2025-03-03,W,2596,2025,3,3,0,0,1,51,0.0,0.0,0.0,0.0,0.0,0,0,515.0,2562.0,2005.0,1
53A,2004-09-21,W,12305,2004,9,21,1,0,3,101,15.0,5.0,0.0,0.0,10.0,0,0,11955.0,10723.0,8836.0,1
53AL,2005-08-16,W,185,2005,8,16,1,0,2,102,15.0,5.0,0.0,0.0,10.0,0,0,86.0,389.0,324.7142857142857,0
84,2008-04-16,W,4860,2008,4,16,2,0,1,144,15.0,5.0,0.0,0.0,10.0,0,0,5214.0,5263.0,4161.142857142857,1
4,2024-02-16,W,10838,2024,2,16,4,0,0,86,0.0,0.0,0.0,0.0,0.0,0,0,10679.0,10725.0,10299.857142857143,0
60,2021-08-05,W,5286,2021,8,5,3,0,2,114,0.0,0.0,0.0,0.0,0.0,0,0,5054.0,4859.0,4412.285714285715,0
54B,2010-05-30,U,2299,2010,5,30,6,1,1,105,15.0,5.0,0.0,0.0,10.0,0,0,3696.0,2285.0,3831.857142857143,0
119,2001-04-08,U,3216,2001,4,8,6,1,1,13,15.0,5.0,0.0,0.0,10.0,0,0,4998.0,3131.0,5271.571428571428,0
5,2020-05-05,W,397,2020,5,5,1,0,1,95,0.0,0.0,0.0,0.0,0.0,0,0,279.0,338.0,287.2857142857143,0
172,2003-06-25,W,147,2003,6,25,2,0,2,51,15.0,5.0,0.0,0.0,10.0,0,0,70.0,376.0,234.0,0
24,2025-01-16,W,2025,2025,1,16,3,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,1762.0,1817.0,1667.2857142857142,0
20,2010-01-07,W,18715,2010,1,7,3,0,0,58,15.0,5.0,0.0,0.0,10.0,0,0,20609.0,18006.0,15337.142857142857,1
20,2023-05-02,W,10394,2023,5,2,1,0,1,58,0.0,0.0,0.0,0.0,0.0,0,0,9420.0,10156.0,8466.142857142857,0
71,2009-04-14,W,10463,2009,4,14,1,0,1,130,15.0,5.0,0.0,0.0,10.0,0,0,9510.0,9891.0,9409.142857142857,1
56,2002-09-24,W,16436,2002,9,24,1,0,3,109,15.0,5.0,0.0,0.0,10.0,0,0,17856.0,16380.0,14573.57142857143,1
55N,2006-01-03,W,659,2006,1,3,1,0,0,108,15.0,5.0,0.0,0.0,10.0,0,0,176.0,683.0,477.1428571428572,1
30,2005-05-15,U,892,2005,5,15,6,1,1,77,15.0,5.0,0.0,0.0,10.0,0,0,2105.0,903.0,3133.1428571428573,0
55,2018-05-29,W,9936,2018,5,29,1,0,1,106,15.0,5.0,0.0,0.0,10.0,0,0,5793.0,10373.0,8892.285714285714,0
155,2015-02-06,W,7486,2015,2,6,4,0,0,42,15.0,5.0,0.0,0.0,10.0,0,0,7547.0,7509.0,6448.428571428572,1
204,2002-05-08,W,1265,2002,5,8,2,0,1,63,15.0,5.0,0.0,0.0,10.0,0,0,1539.0,2087.0,1518.571428571429,0
29,2009-12-26,A,8234,2009,12,26,5,1,0,73,15.0,5.0,0.0,0.0,10.0,0,0,4660.0,10450.0,9122.0,0
62,2018-12-24,W,5568,2018,12,24,0,0,0,115,15.0,5.0,0.0,0.0,10.0,0,0,4476.0,9927.0,8437.714285714286,0
20,2012-02-21,W,20711,2012,2,21,1,0,0,58,15.0,5.0,0.0,0.0,10.0,0,0,15747.0,22626.0,18301.42857142857,1
174,2009-07-13,W,390,2009,7,13,0,0,2,53,15.0,5.0,0.0,0.0,10.0,0,0,354.0,368.0,409.7142857142857,1
6,2025-02-21,W,5633,2025,2,21,4,0,0,113,0.0,0.0,0.0,0.0,0.0,0,0,5752.0,5554.0,5354.0,0
134,2018-02-01,W,3084,2018,2,1,3,0,0,27,15.0,5.0,0.0,0.0,10.0,0,0,2936.0,3243.0,3033.0,1
64,2005-07-29,W,153,2005,7,29,4,0,2,119,15.0,5.0,0.0,0.0,10.0,0,0,231.0,131.0,155.42857142857142,0
31,2017-06-05,W,301,2017,6,5,0,0,2,78,15.0,5.0,0.0,0.0,10.0,0,0,343.0,251.0,295.0,0
87,2001-01-18,W,16627,2001,1,18,3,0,0,148,15.0,5.0,0.0,0.0,10.0,0,0,16727.0,16588.0,13575.714285714286,1
12,2017-12-29,W,9752,2017,12,29,4,0,0,14,15.0,5.0,0.0,0.0,10.0,0,0,8477.0,12643.0,7311.285714285715,0
134,2026-01-12,W,1955,2026,1,12,0,0,0,27,0.0,0.0,0.0,0.0,0.0,0,0,691.0,289.0,1537.428571428571,0
172,2021-10-02,A,423,2021,10,2,5,1,3,51,0.0,0.0,0.0,0.0,0.0,0,0,1473.0,339.0,1379.2857142857142,0
29,2010-05-30,U,9886,2010,5,30,6,1,1,73,15.0,5.0,0.0,0.0,10.0,0,0,11318.0,10075.0,13533.714285714286,0
123,2009-05-14,W,595,2009,5,14,3,0,1,18,15.0,5.0,0.0,0.0,10.0,0,0,715.0,837.0,695.0,0
67,2019-08-06,W,8798,2019,8,6,1,0,2,124,0.0,0.0,0.0,0.0,0.0,0,0,8646.0,8821.0,8173.714285714285,0
30,2004-12-28,W,2131,2004,12,28,1,0,0,77,15.0,5.0,0.0,0.0,10.0,0,0,2459.0,2288.0,1585.571428571429,0
57,2018-08-20,W,1842,2018,8,20,0,0,2,111,15.0,5.0,0.0,0.0,10.0,0,0,633.0,1871.0,1648.428571428571,0
49A,2002-01-02,W,458,2002,1,2,2,0,0,93,15.0,5.0,0.0,0.0,10.0,0,0,460.0,552.0,450.7142857142857,0
201,2008-04-14,W,1626,2008,4,14,0,0,1,60,15.0,5.0,0.0,0.0,10.0,0,0,29.0,1506.0,1189.571428571429,0
60,2023-02-19,U,2950,2023,2,19,6,1,0,114,0.0,0.0,0.0,0.0,0.0,0,0,3858.0,3083.0,6339.142857142857,0
78,2006-12-28,W,6837,2006,12,28,3,0,0,137,15.0,5.0,0.0,0.0,10.0,0,0,6742.0,8299.0,5483.714285714285,0
122,2011-10-06,W,331,2011,10,6,3,0,3,17,15.0,5.0,0.0,0.0,10.0,0,0,420.0,505.0,420.8571428571428,0
8,2017-03-12,U,8479,2017,3,12,6,1,1,139,15.0,5.0,0.0,0.0,10.0,0,0,11631.0,9502.0,19205.0,0
106,2006-11-06,W,2025,2006,11,6,0,0,3,6,15.0,5.0,0.0,0.0,10.0,0,0,316.0,2859.0,1598.7142857142858,1
111,2017-03-12,U,1552,2017,3,12,6,1,1,9,15.0,5.0,0.0,0.0,10.0,0,0,1981.0,1669.0,3215.0,0
49B,2003-12-30,W,5022,2003,12,30,1,0,0,94,15.0,5.0,0.0,0.0,10.0,0,0,4576.0,4944.0,3067.428571428572,0
124,2020-05-14,W,127,2020,5,14,3,0,1,19,0.0,0.0,0.0,0.0,0.0,0,0,102.0,82.0,68.85714285714286,0
119,2008-01-01,U,2068,2008,1,1,1,1,0,13,15.0,5.0,0.0,0.0,10.0,0,0,3697.0,2612.0,3763.571428571429,0
91,2019-07-10,W,5905,2019,7,10,2,0,2,154,0.0,0.0,0.0,0.0,0.0,0,0,5835.0,6102.0,4312.0,0
72,2012-08-05,U,11677,2012,8,5,6,1,2,131,15.0,5.0,0.0,0.0,10.0,0,0,14368.0,11180.0,16134.142857142857,0
49B,2010-09-10,W,5988,2010,9,10,4,0,3,94,15.0,5.0,0.0,0.0,10.0,0,0,6167.0,5766.0,4809.428571428572,1
72,2008-10-02,W,19021,2008,10,2,3,0,3,131,15.0,5.0,0.0,0.0,10.0,0,0,19809.0,18668.0,16417.85714285714,1
91,2008-07-07,W,8302,2008,7,7,0,0,2,154,15.0,5.0,0.0,0.0,10.0,0,0,3636.0,9035.0,7138.857142857143,1
86,2008-03-21,W,932,2008,3,21,4,0,1,147,15.0,5.0,0.0,0.0,10.0,0,0,1516.0,2721.0,1931.571428571429,0
55A,2007-08-01,W,212,2007,8,1,2,0,2,107,15.0,5.0,0.0,0.0,10.0,0,0,209.0,256.0,219.57142857142856,0
51,2003-07-05,A,3075,2003,7,5,5,1,2,97,15.0,5.0,0.0,0.0,10.0,0,0,2457.0,3284.0,3588.285714285714,1
156,2017-05-18,W,6371,2017,5,18,3,0,1,43,15.0,5.0,0.0,0.0,10.0,0,0,6901.0,7315.0,6803.428571428572,0
64,2011-09-15,W,193,2011,9,15,3,0,3,119,15.0,5.0,0.0,0.0,10.0,0,0,197.0,147.0,197.0,0
91,2007-03-20,W,9020,2007,3,20,1,0,1,154,15.0,5.0,0.0,0.0,10.0,0,0,9099.0,9586.0,7698.142857142857,1
169,2002-07-24,W,712,2002,7,24,2,0,2,47,15.0,5.0,0.0,0.0,10.0,0,0,561.0,540.0,561.4285714285714,1
72,2019-06-13,W,13750,2019,6,13,3,0,2,131,15.0,5.0,0.0,0.0,10.0,0,0,13443.0,14654.0,13076.714285714286,0
155,2016-03-10,W,7407,2016,3,10,3,0,1,42,15.0,5.0,0.0,0.0,10.0,0,0,7255.0,7532.0,6850.142857142857,1
77,2003-01-13,W,19523,2003,1,13,0,0,0,136,15.0,5.0,0.0,0.0,10.0,0,0,8393.0,19614.0,17336.14285714286,0
63,2025-01-06,W,10269,2025,1,6,0,0,0,117,0.0,0.0,0.0,0.0,0.0,0,0,5358.0,7913.0,7269.571428571428,0
12,2008-12-11,W,16425,2008,12,11,3,0,0,14,15.0,5.0,0.0,0.0,10.0,0,0,15087.0,15438.0,13535.0,1
15,2007-05-19,A,6218,2007,5,19,5,1,1,38,15.0,5.0,0.0,0.0,10.0,0,0,8631.0,6401.0,7503.285714285715,0
X4,2008-03-12,W,2952,2008,3,12,2,0,1,180,15.0,5.0,0.0,0.0,10.0,0,0,3604.0,2261.0,3039.5714285714284,1
85A,2008-11-15,A,455,2008,11,15,5,1,3,146,15.0,5.0,0.0,0.0,10.0,0,0,1020.0,1064.0,992.7142857142856,0
34,2010-09-16,W,5488,2010,9,16,3,0,3,80,15.0,5.0,0.0,0.0,10.0,0,0,6228.0,6749.0,5897.714285714285,1
11,2004-07-25,U,1210,2004,7,25,6,1,2,8,15.0,5.0,0.0,0.0,10.0,0,0,1670.0,1133.0,2793.285714285714,0
55,2020-10-05,W,3951,2020,10,5,0,0,3,106,0.0,0.0,0.0,0.0,0.0,0,0,2364.0,3730.0,3628.0,0
72,2008-03-15,A,13381,2008,3,15,5,1,1,131,15.0,5.0,0.0,0.0,10.0,0,0,16871.0,12590.0,14981.142857142857,0
81,2010-03-19,W,14391,2010,3,19,4,0,1,141,15.0,5.0,0.0,0.0,10.0,0,0,14451.0,13582.0,12649.714285714286,1
65,2012-08-26,U,3084,2012,8,26,6,1,2,122,15.0,5.0,0.0,0.0,10.0,0,0,6511.0,5361.0,7778.0,0
56,2022-01-02,U,1481,2022,1,2,6,1,0,109,0.0,0.0,0.0,0.0,0.0,0,0,1228.0,1635.0,2483.714285714286,0
50,2020-01-26,U,3412,2020,1,26,6,1,0,96,0.0,0.0,0.0,0.0,0.0,0,0,4919.0,3661.0,8156.0,0
19,2006-03-01,W,235,2006,3,1,2,0,1,55,15.0,5.0,0.0,0.0,10.0,0,0,398.0,321.0,352.85714285714283,0
71,2002-07-02,W,8217,2002,7,2,1,0,2,130,15.0,5.0,0.0,0.0,10.0,0,0,7458.0,7219.0,6641.857142857143,0
57,2016-06-08,W,3001,2016,6,8,2,0,2,111,15.0,5.0,0.0,0.0,10.0,0,0,2788.0,2828.0,2292.1428571428573,1
79,2006-07-24,W,31030,2006,7,24,0,0,2,138,15.0,5.0,0.0,0.0,10.0,0,0,19027.0,28121.0,26142.571428571428,1
77,2024-08-27,W,13769,2024,8,27,1,0,2,136,0.0,0.0,0.0,0.0,0.0,0,0,13975.0,12730.0,11734.0,0
60,2017-03-26,U,4091,2017,3,26,6,1,1,114,15.0,5.0,0.0,0.0,10.0,0,0,4430.0,4884.0,8184.428571428572,0
115,2015-06-20,A,2276,2015,6,20,5,1,2,12,15.0,5.0,0.0,0.0,10.0,0,0,4005.0,2311.0,3559.428571428572,0
90N,2003-08-27,W,496,2003,8,27,2,0,2,153,15.0,5.0,0.0,0.0,10.0,0,0,458.0,472.0,367.57142857142856,1
53A,2013-10-08,W,10220,2013,10,8,1,0,3,101,15.0,5.0,0.0,0.0,10.0,0,0,10247.0,11270.0,8459.0,1
77,2006-02-27,W,21933,2006,2,27,0,0,0,136,15.0,5.0,0.0,0.0,10.0,0,0,9300.0,16753.0,18391.85714285714,1
96,2014-02-28,W,862,2014,2,28,4,0,0,161,15.0,5.0,0.0,0.0,10.0,0,0,788.0,826.0,847.4285714285714,0
157,2004-01-19,W,1811,2004,1,19,0,0,0,44,15.0,5.0,0.0,0.0,10.0,0,0,3100.0,3096.0,3067.285714285714,0
51,2025-09-12,W,1214,2025,9,12,4,0,3,97,0.0,0.0,0.0,0.0,0.0,0,0,1124.0,1305.0,1032.571428571429,0
56A,2010-05-18,W,670,2010,5,18,1,0,1,110,15.0,5.0,0.0,0.0,10.0,0,0,755.0,629.0,709.0,0
11,2012-08-20,W,5473,2012,8,20,0,0,2,8,15.0,5.0,0.0,0.0,10.0,0,0,1961.0,5569.0,4594.571428571428,1
44,2005-05-04,W,7796,2005,5,4,2,0,1,89,15.0,5.0,0.0,0.0,10.0,0,0,8214.0,5894.0,5686.714285714285,1
52A,2024-05-30,W,3306,2024,5,30,3,0,1,99,0.0,0.0,0.0,0.0,0.0,0,0,3189.0,3370.0,2342.714285714286,0
63W,2010-05-24,W,1508,2010,5,24,0,0,1,118,15.0,5.0,0.0,0.0,10.0,0,0,677.0,1632.0,1408.2857142857142,0
112,2025-07-26,A,627,2025,7,26,5,1,2,11,0.0,0.0,0.0,0.0,0.0,0,0,868.0,663.0,884.2857142857143,0
85A,2005-08-08,W,778,2005,8,8,0,0,2,146,15.0,5.0,0.0,0.0,10.0,0,0,509.0,665.0,898.8571428571429,0
103,2023-03-27,W,1144,2023,3,27,0,0,1,5,0.0,0.0,0.0,0.0,0.0,0,0,416.0,1188.0,1016.2857142857144,0
152,2004-01-29,W,9904,2004,1,29,3,0,0,40,15.0,5.0,0.0,0.0,10.0,0,0,10147.0,10432.0,8211.142857142857,1
147,2001-07-14,A,8816,2001,7,14,5,1,2,36,15.0,5.0,0.0,0.0,10.0,0,0,9604.0,10437.0,10015.57142857143,0
76,2024-06-12,W,8501,2024,6,12,2,0,2,135,0.0,0.0,0.0,0.0,0.0,0,0,8092.0,8341.0,7071.714285714285,0
3,2022-05-18,W,8982,2022,5,18,2,0,1,76,0.0,0.0,0.0,0.0,0.0,0,0,8976.0,9720.0,8150.857142857143,0
29,2003-09-18,W,17110,2003,9,18,3,0,3,73,15.0,5.0,0.0,0.0,10.0,0,0,16909.0,18239.0,15755.42857142857,1
157,2004-07-28,W,2817,2004,7,28,2,0,2,44,15.0,5.0,0.0,0.0,10.0,0,0,3037.0,2711.0,3052.0,0
121,2013-08-09,W,1385,2013,8,9,4,0,2,16,15.0,5.0,0.0,0.0,10.0,0,0,1558.0,1715.0,1520.857142857143,0
97,2016-05-22,U,1658,2016,5,22,6,1,1,162,15.0,5.0,0.0,0.0,10.0,0,0,2135.0,1616.0,2667.428571428572,0
156,2007-05-14,W,9655,2007,5,14,0,0,1,43,15.0,5.0,0.0,0.0,10.0,0,0,9574.0,10301.0,10106.0,1
85A,2012-12-28,W,1040,2012,12,28,4,0,0,146,15.0,5.0,0.0,0.0,10.0,0,0,834.0,1055.0,788.4285714285714,1
52,2004-10-14,W,10931,2004,10,14,3,0,3,98,15.0,5.0,0.0,0.0,10.0,0,0,11159.0,11879.0,9951.42857142857,0
106,2015-01-17,A,573,2015,1,17,5,1,0,6,15.0,5.0,0.0,0.0,10.0,0,0,1542.0,499.0,1531.7142857142858,0
171,2013-01-14,W,1482,2013,1,14,0,0,0,50,15.0,5.0,0.0,0.0,10.0,0,0,354.0,2151.0,1574.7142857142858,1
44,2026-01-30,W,2502,2026,1,30,4,0,0,89,0.0,0.0,0.0,0.0,0.0,0,0,2351.0,959.0,1646.428571428571,0
290S,2006-02-16,W,12,2006,2,16,3,0,0,75,15.0,5.0,0.0,0.0,10.0,0,0,3.0,7.0,8.428571428571429,1
43,2008-12-21,U,279,2008,12,21,6,1,0,88,15.0,5.0,0.0,0.0,10.0,0,0,730.0,504.0,1396.2857142857142,0
26,2008-08-14,W,2862,2008,8,14,3,0,2,70,15.0,5.0,0.0,0.0,10.0,0,0,2644.0,2390.0,2538.8571428571427,0
62,2017-06-15,W,10666,2017,6,15,3,0,2,115,15.0,5.0,0.0,0.0,10.0,0,0,10079.0,10466.0,9009.857142857143,0
168,2006-01-16,W,64,2006,1,16,0,0,0,46,15.0,5.0,0.0,0.0,10.0,0,0,80.0,78.0,78.85714285714286,0
84,2021-12-08,W,2254,2021,12,8,2,0,0,144,0.0,0.0,0.0,0.0,0.0,0,0,2154.0,2455.0,1871.4285714285716,0
